crime,year,month,day
Psychiatric Detention,2020,02,29
Non-Crime,2020,03,10
Psychiatric Detention,2020,03,12
Malicious Mischief (over $400),2020,02,22
Prostitution,2020,03,06
Vehicle Theft,2020,03,08
Attempted Murder,2020,02,18
Violation Of Court Order,2020,03,01
Robbery,2020,03,06
Annoy/Etc Child Under 18,2020,02,24
Assault On Spouse/Cohabitant,2020,02,26
Possess Controlled Substance,2020,05,09
Possession Concentrated Marijuana,2020,05,22
Possession For Sale - Narcotics,2020,05,27
Possess Controlled Substance,2020,06,08
Possess Controlled Substance,2020,06,08
Possess Firearm While Possess Narc,2020,07,12
Possess Controlled Substance,2020,07,29
Possess Controlled Substance,2020,07,30
Possession Concentrated Marijuana,2020,08,09
Possess Controlled Substance,2020,09,20
Possession Of Paraphernalia,2020,09,24
Possess Control Substance For Sale,2020,09,27
Possess Control Substance For Sale,2020,09,28
Possess Controlled Substance,2020,10,11
Possess Controlled Substance,2020,10,12
Possess Firearm While Possess Narc,2020,10,18
Possess Controlled Substance,2020,10,22
Possess Narcotic Controlled Substnc,2020,10,25
Possess Controlled Substance,2020,10,28
Possess Controlled Substance,2020,10,29
Possess Controlled Substance,2020,10,30
Possess Narcotic Controlled Substnc,2020,11,01
Possess Narcotic Controlled Substnc,2020,11,10
Possess Controlled Substance,2020,11,11
Possess Controlled Substance,2020,11,12
Possession Of Paraphernalia,2020,11,15
Possess Controlled Substance,2020,11,25
Possess Control Substance For Sale,2020,11,28
Possession For Sale - Narcotics,2020,11,29
Possession For Sale - Narcotics,2020,11,30
Possess Controlled Substance,2020,12,01
Possess Controlled Substance,2020,12,02
Possession For Sale - Narcotics,2020,12,06
Possess Controlled Substance,2020,12,06
Possess Controlled Substance,2020,12,09
Possess Controlled Substance,2020,12,16
Possess Controlled Substance,2020,12,19
Possess Control Substance W/O Presc,2021,01,03
Possess Controlled Substance,2021,01,04
Threatening A Violent Assault,2020,03,25
Robbery,2020,05,20
Robbery,2020,05,27
Robbery,2020,06,13
Exhibiting Firearm,2020,10,05
Threatening A Violent Assault,2020,10,31
Exhibiting Dead.Wp.Not Firearm,2020,11,20
Robbery,2020,11,26
Attempted Murder,2020,12,09
Psychiatric Detention,2020,03,28
Non-Crime,2020,04,04
Non-Crime,2020,04,16
Psychiatric Detention,2020,04,26
Non-Crime,2020,05,04
Non-Crime,2020,05,20
Non-Crime,2020,06,04
Non-Crime,2020,06,08
Non-Crime,2020,06,09
Non-Crime,2020,06,21
Non-Crime,2020,06,26
Psychiatric Detention,2020,07,05
Psychiatric Detention,2020,07,08
Psychiatric Detention,2020,07,25
Psychiatric Detention,2020,08,03
Non-Crime,2020,08,17
Psychiatric Detention,2020,08,26
Psychiatric Detention,2020,09,07
Psychiatric Detention,2020,09,18
Psychiatric Detention,2020,09,27
Non-Crime,2020,10,11
Non-Crime,2020,10,16
Non-Crime,2020,10,25
Non-Crime,2020,11,01
Non-Crime,2020,11,17
Non-Crime,2020,11,24
Non-Crime,2020,12,02
Psychiatric Detention,2020,12,04
Psychiatric Detention,2020,12,12
Psychiatric Detention,2020,12,13
Non-Crime,2021,01,01
Non-Crime,2021,01,01
Non-Crime,2020,12,23
Non-Crime,2020,12,25
Psychiatric Detention,2021,01,15
Drunk Or Disorderly,2020,04,01
Drunk Or Disorderly,2020,04,10
Drunk Or Disorderly,2020,04,30
Vandalism Less Than $400,2020,05,20
Vandalism:deface Property,2020,05,20
Vandalism:deface Property,2020,06,07
Vandalism:deface Property,2020,06,14
Vandalism:deface Property,2020,06,26
Vandalism:deface Property,2020,06,29
Drinking In Public,2020,07,11
Vandalism:deface Property,2020,07,19
Drunk Or Disorderly,2020,07,22
Vandalism Less Than $400,2020,07,19
Vandalism:deface Property,2020,07,16
Vandalism:deface Property,2020,07,23
Malicious Mischief (over $400),2020,07,28
Drunk Or Disorderly,2020,08,11
Vandalism:deface Property,2020,08,30
Malicious Mischief (over $400),2020,09,02
Trespass Prohibited On Posted Land,2020,09,04
Drinking In Public,2020,09,26
Vandalism:deface Property,2020,09,27
Indecent Exposure,2020,10,08
Drunk Or Disorderly,2020,10,13
Vandalism:deface Property,2020,10,09
Malicious Mischief (over $400),2020,10,21
Drunk Or Disorderly,2020,11,01
Vandalism:deface Property,2020,11,17
Vehicle Theft,2020,03,21
Vehicle Theft,2020,03,22
Vehicle Theft,2020,03,28
Theft,2020,04,02
Vehicle Theft,2020,04,11
Theft,2020,04,19
Vehicle Theft,2020,04,24
Burglary,2020,04,26
Theft,2020,04,28
Theft,2020,04,20
Vehicle Theft,2020,05,05
Burglary,2020,04,01
Vehicle Theft,2020,05,25
Vehicle Theft,2020,05,26
Burglary,2020,06,02
Burglary,2020,06,01
Theft,2020,06,06
Burglary,2020,06,03
Vehicle Theft,2020,06,19
Theft,2020,06,27
Vehicle Theft,2020,07,07
Vehicle Theft,2020,07,13
Vehicle Theft,2020,07,19
Vehicle Theft,2020,07,20
Vehicle Theft,2020,07,10
Vehicle Theft,2020,07,26
Theft,2020,07,28
Vehicle Theft,2020,08,03
Burglary,2020,07,29
Theft,2020,08,03
Vehicle Theft,2020,08,12
Theft,2020,08,09
Vehicle Theft,2020,08,15
Vehicle Theft,2020,08,15
Vehicle Theft,2020,08,20
Vehicle Theft,2020,08,24
Vehicle Theft,2020,08,26
Vehicle Theft,2020,08,29
Vehicle Theft,2020,09,01
Theft,2020,08,31
Vehicle Theft,2020,09,10
Vehicle Theft,2020,09,27
Vehicle Theft,2020,09,28
Vehicle Theft,2020,10,03
Vehicle Theft,2020,10,11
Vehicle Theft,2020,10,17
Vehicle Theft,2020,10,29
Burglary,2020,10,25
Fraudulently Obtain Money,2020,11,07
Vehicle Theft,2020,11,10
Vehicle Theft,2020,10,25
Vehicle Theft,2020,11,14
Arson (With Bodily Injury),2020,11,17
Vehicle Theft,2020,11,20
Theft,2021,01,13
Resist Or Delay Officer,2020,03,19
Battery,2020,03,30
Resist Or Delay Officer,2020,04,25
Robbery,2020,05,29
Assault With Deadly Weapon,2020,06,15
Battery,2020,06,21
Robbery,2020,06,25
Resist Or Delay Officer,2020,06,27
Attempted Robbery,2020,07,03
Assault With Deadly Weapon,2020,07,18
Assault With Deadly Weapon,2020,08,02
Robbery,2020,08,09
Resist Or Delay Officer,2020,08,17
Robbery,2020,08,17
Threatening A Violent Assault,2020,08,20
Assault With Deadly Weapon,2020,09,03
Assault With Deadly Weapon,2020,09,11
Violation Of Court Order,2020,09,24
Fighting In Public/Challenge To Fig,2020,10,05
Robbery,2020,10,06
Assault With Deadly Weapon,2020,10,20
Assault With Deadly Weapon,2020,11,09
Assault With Deadly Weapon,2020,11,26
Battery,2020,12,14
Resist Or Delay Officer,2020,12,21
Assault With Deadly Weapon,2020,12,28
Resist Or Delay Officer,2021,01,04
Battery,2021,01,15
Annoy/Etc Child Under 18,2020,10,16
Child Endanger/Cruelty,2020,11,11
Child Endanger/Cruelty,2020,11,27
Battery On Spouse/Cohabitant,2020,04,28
Assault On Spouse/Cohabitant,2020,07,11
Assault On Spouse/Cohabitant,2020,08,22
Battery On Spouse/Cohabitant,2020,10,24
Assault On Spouse/Cohabitant,2020,12,31
Assault On Spouse/Cohabitant,2021,01,08
Rape,2020,06,29
Possess Controlled Substance,2020,03,11
Attempted Murder,2020,03,08
Robbery,2020,03,13
Non-Crime,2020,02,19
Psychiatric Detention,2020,02,19
Non-Crime,2020,02,19
Psychiatric Detention,2020,02,19
Non-Crime,2020,02,20
Non-Crime,2020,02,21
Non-Crime,2020,02,21
Non-Crime,2020,02,21
Non-Crime,2020,02,22
Non-Crime,2020,02,20
Non-Crime,2020,02,22
Non-Crime,2020,02,23
Non-Crime,2020,02,24
Non-Crime,2020,02,24
Non-Crime,2020,02,25
Non-Crime,2020,02,26
Non-Crime,2020,02,27
Non-Crime,2020,02,28
Non-Crime,2020,02,21
Non-Crime,2020,02,29
Non-Crime,2020,03,02
Non-Crime,2020,03,02
Psychiatric Detention,2020,03,04
Psychiatric Detention,2020,03,05
Non-Crime,2020,03,06
Non-Crime,2020,03,08
Non-Crime,2020,03,06
Non-Crime,2020,03,04
Non-Crime,2020,03,09
Non-Crime,2020,03,10
Psychiatric Detention,2020,03,11
Non-Crime,2020,03,09
Non-Crime,2020,03,12
Psychiatric Detention,2020,03,16
Psychiatric Detention,2020,03,16
Drunk Or Disorderly,2020,02,18
Trespass Prohibited On Posted Land,2020,02,20
Drunk Or Disorderly,2020,02,21
Vandalism Less Than $400,2020,02,22
Drunk Or Disorderly,2020,03,02
Malicious Mischief (over $400),2020,02,27
Indecent Exposure,2020,03,06
Drunk Or Disorderly,2020,03,06
Trespass Prohibited On Posted Land,2020,03,09
Drunk Or Disorderly,2020,03,09
Vandalism,2020,03,11
Drunk Or Disorderly,2020,03,12
Drunk Or Disorderly,2020,03,13
Malicious Mischief (over $400),2020,03,14
Vehicle Theft,2020,02,17
Burglary,2020,02,19
Theft,2020,02,20
Burglary,2020,02,21
Defrauding An Innkeeper/Service,2020,02,22
Burglary,2020,02,23
Burglary,2020,02,23
Arson,2020,02,25
Burglary,2020,02,26
Vehicle Theft,2020,02,28
Burglary,2020,02,28
Theft,2020,02,22
Burglary,2020,02,23
Burglary,2020,03,03
Theft,2020,03,06
Burglary,2020,03,05
Burglary,2020,03,09
Theft,2020,02,29
Burglary,2020,03,01
Burglary,2020,02,26
Grand Theft (over $950),2020,03,12
Burglary,2020,03,13
Vehicle Theft,2020,03,16
Theft,2020,03,03
Grand Theft (over $950),2020,02,29
Assault With Deadly Weapon,2020,02,18
Robbery,2020,02,19
Battery,2020,02,20
Assault With Deadly Weapon,2020,02,22
Assault With Deadly Weapon,2020,02,22
Violation Of Court Order,2020,02,25
Battery,2020,02,24
Threatening A Violent Assault,2020,02,20
Robbery,2020,03,03
Violation Of Court Order,2020,03,04
Battery,2020,03,05
Robbery,2020,03,05
Threatening A Violent Assault,2020,03,07
Battery,2020,03,06
Attempted Murder,2020,03,08
Violation Of Court Order,2020,03,07
Robbery,2020,03,10
Threatening A Violent Assault,2020,03,10
Resist Or Delay Officer,2020,03,12
Violation Of Court Order,2020,03,14
Violation Of Court Order,2020,03,15
Threatening A Violent Assault,2020,03,15
Sexual Touch Against Will Of Victim,2020,02,21
Child Endanger/Cruelty,2020,03,03
Allowing/Causing Child Endangermnt,2020,03,04
Annoying Or Molesting Children,2020,03,04
Allowing/Causing Child Endangermnt,2020,03,07
Assault On Spouse/Cohabitant,2020,02,18
Assault On Spouse/Cohabitant,2020,02,19
Assault On Spouse/Cohabitant,2020,02,20
Assault On Spouse/Cohabitant,2020,02,22
Battery On Spouse/Cohabitant,2020,02,28
Battery On Spouse/Cohabitant,2020,02,28
Battery On Spouse/Cohabitant,2020,02,26
Assault On Spouse/Cohabitant,2020,03,04
Assault On Spouse/Cohabitant,2020,03,14
Possession Of Paraphernalia,2020,05,01
Possess Controlled Substance,2020,05,18
Possess Controlled Substance,2020,05,19
Possess Controlled Substance,2020,06,14
Possess Controlled Substance,2020,06,19
Possess Controlled Substance,2020,06,20
Possess Firearm While Possess Narc,2020,07,21
Under Influence Controlled Substanc,2020,08,08
Possess Control Substance For Sale,2020,09,05
Possess Controlled Substance,2020,09,11
Possess Control Substance For Sale,2020,09,13
Possess Controlled Substance,2020,09,22
Possession Of Paraphernalia,2020,09,01
Possession Of Paraphernalia,2020,11,02
Possess Control Substance For Sale,2020,11,06
Possess Controlled Substance,2020,11,09
Possession Of Paraphernalia,2020,11,11
Possession Of Paraphernalia,2020,11,16
Possess Narcotic Controlled Substnc,2020,11,16
Possession Of Paraphernalia,2020,11,23
Possess Controlled Substance,2020,11,28
Possession For Sale - Narcotics,2020,11,28
Possess Controlled Substance,2020,12,01
Possess Firearm While Possess Narc,2020,12,09
Possess Controlled Substance,2020,12,15
Possession For Sale - Narcotics,2020,12,27
Possession Of Paraphernalia,2021,01,03
Possess Controlled Substance,2021,01,07
Attempted Murder,2020,04,02
Robbery,2020,04,14
Attempted Robbery,2020,04,16
Attempted Murder,2020,04,17
Exhibiting Dead.Wp.Not Firearm,2020,04,18
Murder: First Degree,2020,05,01
Robbery,2020,05,11
Exhibiting Dead.Wp.Not Firearm,2020,05,13
Exhibiting Dead.Wp.Not Firearm,2020,05,24
Shoot At Inhabited Dwelling/Vehicle,2020,06,05
Robbery,2020,06,06
Exhibiting Dead.Wp.Not Firearm,2020,06,06
Robbery,2020,06,09
Attempted Murder,2020,06,12
Shoot At Inhabited Dwelling/Vehicle,2020,07,04
Robbery,2020,07,08
Attempted Robbery,2020,07,13
Robbery,2020,07,18
Exhibiting Dead.Wp.Not Firearm,2020,07,22
Robbery,2020,07,22
Exhibiting Dead.Wp.Not Firearm,2020,07,29
Threatening A Violent Assault,2020,08,05
Attempted Murder,2020,08,23
Robbery,2020,09,03
Exhibiting Dead.Wp.Not Firearm,2020,09,11
Robbery/Car Jacking,2020,09,15
Attempted Murder,2020,09,26
Shoot At Inhabited Dwelling/Vehicle,2020,10,05
Murder: First Degree,2020,10,07
Exhibiting Firearm,2020,10,10
Shoot At Inhabited Dwelling/Vehicle,2020,10,15
Exhibiting Dead.Wp.Not Firearm,2020,10,21
Attempted Murder,2020,11,11
Attempted Murder,2020,11,14
Shoot At Inhabited Dwelling/Vehicle,2020,11,15
Threatening A Violent Assault,2020,11,17
Attempted Murder,2020,11,20
Robbery,2020,11,20
Murder: First Degree,2020,11,21
Exhibiting Dead.Wp.Not Firearm,2020,11,27
Attempted Murder,2020,12,18
Exhibiting Firearm,2020,12,28
Robbery,2021,01,07
Exhibiting Firearm,2021,01,18
Non-Crime,2020,09,20
Non-Crime,2020,03,20
Psychiatric Detention,2020,03,15
Non-Crime,2020,03,17
Non-Crime,2020,03,19
Non-Crime,2020,03,18
Non-Crime,2020,03,19
Non-Crime,2020,03,20
Non-Crime,2020,03,16
Non-Crime,2020,03,20
Non-Crime,2020,03,23
Non-Crime,2020,03,24
Non-Crime,2020,03,22
Psychiatric Detention,2020,03,29
Psychiatric Detention,2020,03,29
Non-Crime,2020,03,30
Non-Crime,2020,03,30
Psychiatric Detention,2020,04,02
Non-Crime,2020,04,03
Non-Crime,2020,04,03
Psychiatric Detention,2020,04,04
Psychiatric Detention,2020,04,04
Psychiatric Detention,2020,04,07
Psychiatric Detention,2020,04,12
Non-Crime,2020,04,13
Psychiatric Detention,2020,04,15
Non-Crime,2020,04,01
Non-Crime,2020,03,19
Non-Crime,2020,04,07
Psychiatric Detention,2020,04,17
Psychiatric Detention,2020,04,17
Psychiatric Detention,2020,04,18
Non-Crime,2020,03,15
Non-Crime,2020,04,25
Psychiatric Detention,2020,04,24
Non-Crime,2020,04,21
Non-Crime,2020,04,24
Psychiatric Detention,2020,04,24
Non-Crime,2020,04,27
Non-Crime,2020,04,29
Non-Crime,2020,04,28
Psychiatric Detention,2020,04,30
Psychiatric Detention,2020,04,30
Non-Crime,2020,05,01
Non-Crime,2020,05,02
Psychiatric Detention,2020,05,03
Non-Crime,2020,05,04
Non-Crime,2020,05,02
Non-Crime,2020,04,04
Non-Crime,2020,05,05
Non-Crime,2020,05,06
Psychiatric Detention,2020,05,07
Psychiatric Detention,2020,05,07
Non-Crime,2020,05,07
Non-Crime,2020,05,07
Non-Crime,2020,05,01
Non-Crime,2020,05,08
Psychiatric Detention,2020,05,09
Psychiatric Detention,2020,05,09
Psychiatric Detention,2020,05,10
Non-Crime,2020,05,10
Non-Crime,2020,05,11
Psychiatric Detention,2020,05,11
Psychiatric Detention,2020,05,12
Non-Crime,2020,05,12
Non-Crime,2020,05,13
Psychiatric Detention,2020,05,14
Non-Crime,2020,05,14
Psychiatric Detention,2020,05,17
Psychiatric Detention,2020,05,18
Non-Crime,2020,05,20
Non-Crime,2020,05,21
Non-Crime,2020,05,21
Psychiatric Detention,2020,05,22
Psychiatric Detention,2020,05,22
Non-Crime,2020,05,21
Non-Crime,2020,05,21
Non-Crime,2020,05,24
Non-Crime,2020,05,25
Non-Crime,2020,05,26
Psychiatric Detention,2020,05,26
Non-Crime,2020,05,25
Non-Crime,2020,05,26
Psychiatric Detention,2020,05,30
Psychiatric Detention,2020,05,31
Psychiatric Detention,2020,05,31
Non-Crime,2020,05,30
Psychiatric Detention,2020,06,04
Non-Crime,2020,06,05
Non-Crime,2020,06,05
Psychiatric Detention,2020,06,08
Psychiatric Detention,2020,06,09
Psychiatric Detention,2020,06,10
Psychiatric Detention,2020,06,10
Psychiatric Detention,2020,06,12
Non-Crime,2020,06,11
Psychiatric Detention,2020,06,13
Psychiatric Detention,2020,06,16
Non-Crime,2020,06,16
Non-Crime,2020,06,16
Non-Crime,2020,06,16
Psychiatric Detention,2020,06,17
Psychiatric Detention,2020,06,17
Non-Crime,2020,06,15
Non-Crime,2020,06,18
Non-Crime,2020,06,19
Psychiatric Detention,2020,06,19
Psychiatric Detention,2020,06,19
Non-Crime,2020,06,21
Psychiatric Detention,2020,06,23
Non-Crime,2020,06,24
Non-Crime,2020,06,25
Non-Crime,2020,06,22
Non-Crime,2020,06,26
Non-Crime,2020,06,12
Non-Crime,2020,06,26
Psychiatric Detention,2020,06,27
Non-Crime,2020,06,29
Non-Crime,2020,06,29
Non-Crime,2020,07,03
Non-Crime,2020,07,04
Non-Crime,2020,07,04
Non-Crime,2020,07,05
Non-Crime,2020,07,06
Psychiatric Detention,2020,07,07
Psychiatric Detention,2020,07,09
Psychiatric Detention,2020,07,09
Non-Crime,2020,07,10
Psychiatric Detention,2020,07,11
Non-Crime,2020,07,11
Non-Crime,2020,07,12
Non-Crime,2020,07,13
Non-Crime,2020,07,12
Psychiatric Detention,2020,07,14
Non-Crime,2020,07,06
Non-Crime,2020,07,14
Psychiatric Detention,2020,07,14
Non-Crime,2020,07,17
Psychiatric Detention,2020,07,17
Psychiatric Detention,2020,07,18
Psychiatric Detention,2020,07,20
Non-Crime,2020,07,22
Non-Crime,2020,07,09
Psychiatric Detention,2020,07,22
Non-Crime,2020,07,21
Non-Crime,2020,06,30
Non-Crime,2020,07,25
Non-Crime,2020,07,27
Psychiatric Detention,2020,07,30
Psychiatric Detention,2020,07,31
Psychiatric Detention,2020,07,31
Non-Crime,2020,07,07
Non-Crime,2020,08,03
Psychiatric Detention,2020,08,05
Non-Crime,2020,08,05
Non-Crime,2020,08,05
Psychiatric Detention,2020,08,06
Non-Crime,2020,08,06
Psychiatric Detention,2020,08,08
Non-Crime,2020,08,09
Non-Crime,2020,08,09
Non-Crime,2020,08,09
Psychiatric Detention,2020,08,11
Non-Crime,2020,08,11
Non-Crime,2020,08,12
Non-Crime,2020,08,12
Psychiatric Detention,2020,08,13
Psychiatric Detention,2020,08,14
Non-Crime,2020,08,15
Psychiatric Detention,2020,08,16
Psychiatric Detention,2020,08,17
Psychiatric Detention,2020,08,17
Non-Crime,2020,08,17
Non-Crime,2020,08,18
Non-Crime,2020,08,19
Psychiatric Detention,2020,08,20
Non-Crime,2020,08,20
Non-Crime,2020,08,20
Non-Crime,2020,08,21
Psychiatric Detention,2020,08,24
Non-Crime,2020,08,24
Psychiatric Detention,2020,08,25
Psychiatric Detention,2020,08,25
Psychiatric Detention,2020,08,26
Non-Crime,2020,08,30
Non-Crime,2020,08,30
Non-Crime,2020,08,17
Non-Crime,2020,08,27
Non-Crime,2020,09,01
Non-Crime,2020,08,29
Non-Crime,2020,09,01
Non-Crime,2020,09,02
Psychiatric Detention,2020,09,04
Non-Crime,2020,08,14
Psychiatric Detention,2020,09,05
Non-Crime,2020,09,05
Psychiatric Detention,2020,09,05
Non-Crime,2020,09,07
Psychiatric Detention,2020,09,08
Non-Crime,2020,09,04
Non-Crime,2020,09,08
Psychiatric Detention,2020,09,09
Non-Crime,2020,09,09
Non-Crime,2020,09,07
Psychiatric Detention,2020,09,08
Psychiatric Detention,2020,09,13
Non-Crime,2020,09,15
Non-Crime,2020,09,15
Non-Crime,2020,09,15
Non-Crime,2020,09,16
Psychiatric Detention,2020,09,16
Non-Crime,2020,09,16
Psychiatric Detention,2020,09,18
Non-Crime,2020,09,18
Psychiatric Detention,2020,09,19
Non-Crime,2020,09,20
Psychiatric Detention,2020,09,22
Psychiatric Detention,2020,09,24
Psychiatric Detention,2020,09,24
Non-Crime,2020,09,24
Non-Crime,2020,09,23
Psychiatric Detention,2020,09,25
Non-Crime,2020,09,29
Psychiatric Detention,2020,09,29
Non-Crime,2020,10,02
Non-Crime,2020,10,02
Psychiatric Detention,2020,10,03
Psychiatric Detention,2020,10,04
Psychiatric Detention,2020,10,04
Psychiatric Detention,2020,10,05
Non-Crime,2020,10,05
Non-Crime,2020,10,04
Psychiatric Detention,2020,10,07
Psychiatric Detention,2020,10,07
Psychiatric Detention,2020,10,07
Psychiatric Detention,2020,10,08
Psychiatric Detention,2020,10,09
Psychiatric Detention,2020,10,11
Psychiatric Detention,2020,10,12
Non-Crime,2020,10,10
Psychiatric Detention,2020,10,13
Psychiatric Detention,2020,10,13
Non-Crime,2020,10,12
Non-Crime,2020,10,13
Non-Crime,2020,10,05
Non-Crime,2020,10,14
Psychiatric Detention,2020,10,14
Non-Crime,2020,09,30
Non-Crime,2020,10,10
Psychiatric Detention,2020,10,17
Non-Crime,2020,10,18
Non-Crime,2020,10,06
Non-Crime,2020,10,14
Psychiatric Detention,2020,10,23
Psychiatric Detention,2020,10,23
Psychiatric Detention,2020,10,26
Non-Crime,2020,10,27
Non-Crime,2020,10,29
Non-Crime,2020,10,29
Non-Crime,2020,10,29
Psychiatric Detention,2020,10,30
Psychiatric Detention,2020,10,30
Psychiatric Detention,2020,11,05
Non-Crime,2020,11,05
Non-Crime,2020,11,05
Psychiatric Detention,2020,11,06
Non-Crime,2020,11,06
Non-Crime,2020,11,06
Non-Crime,2020,11,08
Psychiatric Detention,2020,11,10
Psychiatric Detention,2020,11,09
Non-Crime,2020,11,09
Non-Crime,2020,11,06
Non-Crime,2020,11,12
Psychiatric Detention,2020,11,14
Psychiatric Detention,2020,11,14
Psychiatric Detention,2020,11,19
Non-Crime,2020,11,14
Non-Crime,2020,11,21
Non-Crime,2020,11,22
Non-Crime,2020,11,23
Non-Crime,2020,10,24
Non-Crime,2020,11,24
Non-Crime,2020,11,07
Non-Crime,2020,08,19
Psychiatric Detention,2020,11,27
Psychiatric Detention,2020,11,28
Psychiatric Detention,2020,11,04
